location,date,n.weather,d.weather,growth_stage,plot_id,rep.block,treatment,row,sample,n.absent,n.partial,n.predated,d.absent,d.partial,d.predated,to.predated
OH,8/24/2021,18.9,28.3,R3,401,4,1,11,3847,0,0,0,0,0,0,0
OH,8/24/2021,18.9,28.3,R3,402,4,2,6,3848,1,1,1,1,1,na,1
OH,8/24/2021,18.9,28.3,R3,402,4,2,6,3849,1,1,1,1,1,na,1
OH,8/24/2021,18.9,28.3,R3,402,4,2,6,3850,1,1,1,1,1,na,1
OH,8/24/2021,18.9,28.3,R3,402,4,2,11,3851,1,1,1,1,1,na,1
OH,8/24/2021,18.9,28.3,R3,402,4,2,11,3852,0,1,1,0,1,na,1
OH,8/24/2021,18.9,28.3,R3,402,4,2,11,3853,1,1,1,1,1,na,1
OH,8/24/2021,18.9,28.3,R3,403,4,4,6,3854,1,1,1,1,1,na,1
OH,8/24/2021,18.9,28.3,R3,403,4,4,6,3855,1,1,1,1,1,na,1
OH,8/24/2021,18.9,28.3,R3,403,4,4,6,3856,1,1,1,1,1,na,1
OH,8/24/2021,18.9,28.3,R3,403,4,4,11,3857,1,1,1,1,1,na,1
OH,8/24/2021,18.9,28.3,R3,403,4,4,11,3858,0,0,0,0,1,1,1
OH,8/24/2021,18.9,28.3,R3,403,4,4,11,3859,1,1,1,1,1,na,1
OH,8/24/2021,18.9,28.3,R3,404,4,3,6,3860,1,1,1,1,1,na,1
OH,8/24/2021,18.9,28.3,R3,404,4,3,6,3861,1,1,1,1,1,na,1
OH,8/24/2021,18.9,28.3,R3,404,4,3,6,3862,0,0,0,1,1,1,1
OH,8/24/2021,18.9,28.3,R3,404,4,3,11,3863,0,1,1,1,1,na,1
OH,8/24/2021,18.9,28.3,R3,404,4,3,11,3864,1,1,1,1,1,na,1
OH,8/24/2021,18.9,28.3,R3,404,4,3,11,3865,1,1,1,1,1,na,1
OH,8/24/2021,18.9,28.3,R3,501,5,2,6,3866,1,1,1,1,1,na,1
OH,8/24/2021,18.9,28.3,R3,501,5,2,6,3867,1,1,1,1,1,na,1
OH,8/24/2021,18.9,28.3,R3,501,5,2,6,3868,1,1,1,1,1,na,1
OH,8/24/2021,18.9,28.3,R3,501,5,2,11,3869,0,1,1,0,1,na,1
OH,8/24/2021,18.9,28.3,R3,501,5,2,11,3870,0,0,0,0,0,0,0
OH,8/24/2021,18.9,28.3,R3,501,5,2,11,3871,0,1,1,0,1,na,1
OH,8/24/2021,18.9,28.3,R3,502,5,3,6,3872,1,1,1,1,1,na,1
OH,8/24/2021,18.9,28.3,R3,502,5,3,6,3873,1,1,1,1,1,na,1
OH,8/24/2021,18.9,28.3,R3,502,5,3,6,3874,1,1,1,1,1,na,1
OH,8/24/2021,18.9,28.3,R3,502,5,3,11,3875,1,1,1,1,1,na,1
OH,8/24/2021,18.9,28.3,R3,502,5,3,11,3876,1,1,1,1,1,na,1
OH,8/24/2021,18.9,28.3,R3,502,5,3,11,3877,1,1,1,1,1,na,1
OH,8/24/2021,18.9,28.3,R3,503,5,1,6,3878,1,1,1,1,1,na,1
OH,8/24/2021,18.9,28.3,R3,503,5,1,6,3879,0,1,1,0,1,na,1
OH,8/24/2021,18.9,28.3,R3,503,5,1,6,3880,1,1,1,1,1,na,1
OH,8/24/2021,18.9,28.3,R3,503,5,1,11,3881,0,1,1,1,1,na,1
OH,8/24/2021,18.9,28.3,R3,503,5,1,11,3882,1,1,1,1,1,na,1
OH,8/24/2021,18.9,28.3,R3,503,5,1,11,3883,0,0,0,0,0,0,0
OH,8/24/2021,18.9,28.3,R3,504,5,4,6,3884,0,1,1,1,1,na,1
OH,8/24/2021,18.9,28.3,R3,504,5,4,6,3885,0,1,1,1,1,na,1
OH,8/24/2021,18.9,28.3,R3,504,5,4,6,3886,1,1,1,1,1,na,1
OH,8/24/2021,18.9,28.3,R3,504,5,4,11,3887,0,0,0,0,1,1,1
OH,8/24/2021,18.9,28.3,R3,504,5,4,11,3888,0,1,1,0,1,na,1
OH,8/24/2021,18.9,28.3,R3,504,5,4,11,3889,0,0,0,0,0,0,0
TX,5/5/2021,15,22,V3,101,1,1,6,3890,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,101,1,1,6,3891,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,101,1,1,6,3892,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,101,1,1,11,3893,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,101,1,1,11,3894,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,101,1,1,11,3895,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,102,1,2,6,3896,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,102,1,2,6,3897,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,102,1,2,6,3898,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,102,1,2,11,3899,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,102,1,2,11,3900,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,102,1,2,11,3901,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,103,1,3,6,3902,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,103,1,3,6,3903,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,103,1,3,6,3904,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,103,1,3,11,3905,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,103,1,3,11,3906,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,103,1,3,11,3907,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,104,1,4,6,3908,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,104,1,4,6,3909,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,104,1,4,6,3910,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,104,1,4,11,3911,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,104,1,4,11,3912,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,104,1,4,11,3913,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,201,2,4,6,3914,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,201,2,4,6,3915,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,201,2,4,6,3916,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,201,2,4,11,3917,0,0,0,0,0,0,0
TX,5/5/2021,15,22,V3,201,2,4,11,3918,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,201,2,4,11,3919,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,202,2,3,6,3920,0,1,1,0,0,na,1
TX,5/5/2021,15,22,V3,202,2,3,6,3921,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,202,2,3,6,3922,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,202,2,3,11,3923,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,202,2,3,11,3924,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,202,2,3,11,3925,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,203,2,1,6,3926,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,203,2,1,6,3927,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,203,2,1,6,3928,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,203,2,1,11,3929,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,203,2,1,11,3930,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,203,2,1,11,3931,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,204,2,2,6,3932,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,204,2,2,6,3933,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,204,2,2,6,3934,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,204,2,2,11,3935,0,0,0,0,0,0,0
TX,5/5/2021,15,22,V3,204,2,2,11,3936,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,204,2,2,11,3937,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,301,3,3,6,3938,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,301,3,3,6,3939,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,301,3,3,6,3940,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,301,3,3,11,3941,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,301,3,3,11,3942,0,1,1,0,1,na,1
TX,5/5/2021,15,22,V3,301,3,3,11,3943,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,302,3,4,6,3944,0,0,0,0,0,0,0
TX,5/5/2021,15,22,V3,302,3,4,6,3945,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,302,3,4,6,3946,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,302,3,4,11,3947,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,302,3,4,11,3948,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,302,3,4,11,3949,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,303,3,2,6,3950,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,303,3,2,6,3951,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,303,3,2,6,3952,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,303,3,2,11,3953,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,303,3,2,11,3954,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,303,3,2,11,3955,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,304,3,1,6,3956,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,304,3,1,6,3957,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,304,3,1,6,3958,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,304,3,1,11,3959,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,304,3,1,11,3960,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,304,3,1,11,3961,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,401,4,1,6,3962,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,401,4,1,6,3963,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,401,4,1,6,3964,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,401,4,1,11,3965,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,401,4,1,11,3966,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,401,4,1,11,3967,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,402,4,2,6,3968,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,402,4,2,6,3969,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,402,4,2,6,3970,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,402,4,2,11,3971,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,402,4,2,11,3972,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,402,4,2,11,3973,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,403,4,4,6,3974,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,403,4,4,6,3975,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,403,4,4,6,3976,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,403,4,4,11,3977,0,1,1,0,1,na,1
TX,5/5/2021,15,22,V3,403,4,4,11,3978,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,403,4,4,11,3979,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,404,4,3,6,3980,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,404,4,3,6,3981,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,404,4,3,6,3982,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,404,4,3,11,3983,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,404,4,3,11,3984,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,404,4,3,11,3985,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,501,5,2,6,3986,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,501,5,2,6,3987,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,501,5,2,6,3988,0,0,0,0,0,0,0
TX,5/5/2021,15,22,V3,501,5,2,11,3989,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,501,5,2,11,3990,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,501,5,2,11,3991,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,502,5,3,6,3992,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,502,5,3,6,3993,0,0,0,0,0,0,0
TX,5/5/2021,15,22,V3,502,5,3,6,3994,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,502,5,3,11,3995,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,502,5,3,11,3996,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,502,5,3,11,3997,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,503,5,1,6,3998,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,503,5,1,6,3999,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,503,5,1,6,4000,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,503,5,1,11,4001,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,503,5,1,11,4002,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,503,5,1,11,4003,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,504,5,4,6,4004,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,504,5,4,6,4005,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,504,5,4,6,4006,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,504,5,4,11,4007,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,504,5,4,11,4008,1,1,1,1,1,na,1
TX,5/5/2021,15,22,V3,504,5,4,11,4009,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,101,1,1,6,4010,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,101,1,1,6,4011,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,101,1,1,6,4012,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,101,1,1,11,4013,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,101,1,1,11,4014,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,101,1,1,11,4015,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,102,1,2,6,4016,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,102,1,2,6,4017,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,102,1,2,6,4018,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,102,1,2,11,4019,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,102,1,2,11,4020,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,102,1,2,11,4021,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,103,1,3,6,4022,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,103,1,3,6,4023,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,103,1,3,6,4024,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,103,1,3,11,4025,0,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,103,1,3,11,4026,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,103,1,3,11,4027,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,104,1,4,6,4028,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,104,1,4,6,4029,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,104,1,4,6,4030,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,104,1,4,11,4031,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,104,1,4,11,4032,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,104,1,4,11,4033,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,201,2,4,6,4034,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,201,2,4,6,4035,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,201,2,4,6,4036,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,201,2,4,11,4037,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,201,2,4,11,4038,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,201,2,4,11,4039,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,202,2,3,6,4040,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,202,2,3,6,4041,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,202,2,3,6,4042,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,202,2,3,11,4043,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,202,2,3,11,4044,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,202,2,3,11,4045,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,203,2,1,6,4046,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,203,2,1,6,4047,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,203,2,1,6,4048,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,203,2,1,11,4049,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,203,2,1,11,4050,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,203,2,1,11,4051,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,204,2,2,6,4052,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,204,2,2,6,4053,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,204,2,2,6,4054,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,204,2,2,11,4055,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,204,2,2,11,4056,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,204,2,2,11,4057,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,301,3,3,6,4058,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,301,3,3,6,4059,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,301,3,3,6,4060,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,301,3,3,11,4061,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,301,3,3,11,4062,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,301,3,3,11,4063,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,302,3,4,6,4064,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,302,3,4,6,4065,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,302,3,4,6,4066,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,302,3,4,11,4067,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,302,3,4,11,4068,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,302,3,4,11,4069,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,303,3,2,6,4070,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,303,3,2,6,4071,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,303,3,2,6,4072,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,303,3,2,11,4073,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,303,3,2,11,4074,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,303,3,2,11,4075,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,304,3,1,6,4076,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,304,3,1,6,4077,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,304,3,1,6,4078,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,304,3,1,11,4079,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,304,3,1,11,4080,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,304,3,1,11,4081,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,401,4,1,6,4082,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,401,4,1,6,4083,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,401,4,1,6,4084,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,401,4,1,11,4085,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,401,4,1,11,4086,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,401,4,1,11,4087,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,402,4,2,6,4088,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,402,4,2,6,4089,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,402,4,2,6,4090,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,402,4,2,11,4091,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,402,4,2,11,4092,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,402,4,2,11,4093,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,403,4,4,6,4094,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,403,4,4,6,4095,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,403,4,4,6,4096,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,403,4,4,11,4097,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,403,4,4,11,4098,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,403,4,4,11,4099,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,404,4,3,6,4100,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,404,4,3,6,4101,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,404,4,3,6,4102,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,404,4,3,11,4103,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,404,4,3,11,4104,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,404,4,3,11,4105,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,501,5,2,6,4106,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,501,5,2,6,4107,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,501,5,2,6,4108,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,501,5,2,11,4109,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,501,5,2,11,4110,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,501,5,2,11,4111,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,502,5,3,6,4112,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,502,5,3,6,4113,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,502,5,3,6,4114,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,502,5,3,11,4115,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,502,5,3,11,4116,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,502,5,3,11,4117,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,503,5,1,6,4118,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,503,5,1,6,4119,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,503,5,1,6,4120,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,503,5,1,11,4121,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,503,5,1,11,4122,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,503,5,1,11,4123,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,504,5,4,6,4124,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,504,5,4,6,4125,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,504,5,4,6,4126,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,504,5,4,11,4127,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,504,5,4,11,4128,1,1,1,1,1,na,1
TX,5/19/2021,18,22,V5,504,5,4,11,4129,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,101,1,1,6,4130,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,101,1,1,6,4131,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,101,1,1,6,4132,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,101,1,1,11,4133,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,101,1,1,11,4134,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,101,1,1,11,4135,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,102,1,2,6,4136,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,102,1,2,6,4137,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,102,1,2,6,4138,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,102,1,2,11,4139,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,102,1,2,11,4140,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,102,1,2,11,4141,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,103,1,3,6,4142,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,103,1,3,6,4143,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,103,1,3,6,4144,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,103,1,3,11,4145,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,103,1,3,11,4146,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,103,1,3,11,4147,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,104,1,4,6,4148,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,104,1,4,6,4149,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,104,1,4,6,4150,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,104,1,4,11,4151,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,104,1,4,11,4152,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,104,1,4,11,4153,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,201,2,4,6,4154,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,201,2,4,6,4155,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,201,2,4,6,4156,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,201,2,4,11,4157,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,201,2,4,11,4158,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,201,2,4,11,4159,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,202,2,3,6,4160,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,202,2,3,6,4161,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,202,2,3,6,4162,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,202,2,3,11,4163,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,202,2,3,11,4164,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,202,2,3,11,4165,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,203,2,1,6,4166,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,203,2,1,6,4167,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,203,2,1,6,4168,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,203,2,1,11,4169,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,203,2,1,11,4170,1,1,1,1,1,na,1
TX,6/18/2021,26.6,na,R3,203,2,1,11,4171,1,1,1,1,1,na,1
